"","text"
"9593","A moment of Silent to all those who thought EFF will disrupt sona.Siyaduduza #SONA2019 https://t.co/OjefDnfMIt"
"9594","So Ramaphosa was relaunching EFF manifesto today<U+0001F602><U+0001F602><U+0001F602><U+0001F602>.Vote EFF were are led shame.#Sona2019 https://t.co/jK55svASKx"
"9595","The 'Reconfiguration' of @Eskom_SA is in motion. #SONA2019 https://t.co/y0FEzVeufA"
"9596","#SONA2019 #PeopleWithDisabilitiesMatter https://t.co/jIr4jqRScy"
"9597","#SONA2019 #PeopleWithDisabilitiesMatter https://t.co/zyUSOMbZUc"
"9598","Has uncle Cyril given you the land back yet? #SONA2019"
"9599","#SONA2019 e teng mo #DSTVCatchup ? Load shedding e re hlasetse"
"9600","Thank you Mr President @CyrilRamaphosa for your #SONA2019. Through the #PPGI, business has demonstrated willingness and commitment to working together to stimulate economic activity and create jobs. Let's get on with it @FIA_ORG_ZA"
"9601","This guy wants to appear on TV by fire by force !!! #SONA2019 #SONA19 https://t.co/YPNBSJrFxJ"
"9602","@BVT23 Even if that were true, those whose hands are found in the cookie jar must be brought to book. They can’t represent us. #SONA2019"
"9603","This guys wants to be on TV by fire by Force . . . We see you chap. We see you and your fake phone call. <U+0001F602> #SONA19  #SONA2019 https://t.co/7m9mHBBnqs"
"9604","Who on earth does Angie Motshega’s hair? #SONA2019"
"9605","If the Zondo commission is to be taken seriously, Nomvula Mokonyane should be fired as a Minister with immediate effect. We have other comrades like Bavelile Hlongwa in waiting. The blatantly corrupt Gogo’s must rest. #SONA2019"
"9606","Nitheni niPraata nje? #SONA2019"
"9607","Great thread breaking the  #SONA2019 speech down. Thanks to @AndiMakinana https://t.co/UxYaLjgTyN"
"9608","I was so hoping someone would post a pic of this chicka <U+0001F602><U+0001F602><U+0001F602> #SONA2019 https://t.co/fWRoAIzh0y"
"9609","We are resolute that all taverns, shebeens and liquour outlets near school premises must be shut down. #SONA2019"
"9610","Ramaphosa: 699 schools have been provided with safe and appropriate sanitation and a further 1 150 schools are either in planning, design or construction stages. #SONA2019"
"9611","Ramaphosa: By introducing the #NHI together with a multi-pronged quality improvement programme for public health facilities, we are working towards a massive change in the health care experience of South Africans. #SONA2019"
"9612","We will improve the quality of services in shelters and ensure they also accommodate members of the  #LGBTQI+ community. #SONA2019"
"9613","Violence against women and children has reached epidemic proportions.

Every day, South African women are faced with discrimination, abuse, violence and even death, often by those they are closest to. #SONA2019 #SGBV"
"9614","South Africa has extremely high levels of substance abuse, which feeds crime and violence against women and children, it deepens poverty and causes great hardship and pain for families. #SONA2019"
"9615","We are expanding and dedicating more funds to places of support, such as the Thuthuzela Care Centres and Khuseleka Care Centres. We have been working to ensure the better functioning of Sexual Offences Courts. #SONA2019"
"9616","Ramaphosa: This year, we will take a significant step towards universal access to quality health care for all South Africans.

After extensive consultation, the #NHI Bill will soon be ready for submission to Parliament. #SONA2019"
"9617","Ramaphosa: Basic education conducted an audit last year which found that more than 4000 schools still have inappropriate sanitation facilities.  #SONA2019"
"9618","We have established an #NHI and quality improvement War Room in the Presidency consisting of various key departments to address the crisis in the public health system while preparing for the implementation of the NHI. #SONA2019"
"9619","Work is underway to implement the decisions of the Summit, including preparing the National Strategic Plan on Gender- Based Violence. This year, we will work with our partners in civil society to implement the decisions of Summit. #SONA2019"
"9620","Ramaphosa: We are developing a comprehensive plan to address water shortages, aging infrastructure &amp; poor implementation. We are establishing a rapid response inter-governmental response team to intervene in areas experiencing severe water problems, like Giyani. #SONA2019"
"9621","#SONA2019 The #NHI is pushing forward, Ramaphosa says. Now, it's just up to Treasury to figure out how to fund it. https://t.co/1U5dnao6HX"
"9622","#SONA2019 https://t.co/Ag6RJtxMGr"
"9623","The #NHI will enable South Africans to receive free services at the point of care in public and private quality-accredited health facilities.

By applying the principle of social solidarity and cross-subsidisation, we aim to reduce inequality in access to health care.  #SONA2019"
"9624","We have listened to the call to make funds available to combat gender-based violence, and have allocated funding in the current budget to support the decisions taken at the Summit. #SONA2019"
"9625","At the Presidential Gender-based Violence and Femicide Summit, women from all walks of life came together with government and civil society to outline a road map to end gender-based violence, improve coordination of planning, and commit to resourcing and accountability. #SONA2019"
"9626","We will strengthen the national hotline centre that supports women who experience gender-based violence and ensure it is functional. #SONA2019"
"9627","@MYANC copied @EFFSouthAfrica manifesto..#SONA2019"
"9628","People are upset that #SONA2019 was not <U+0001F525> where as that <U+0001F525> is caused by corruption <U+0001F937><U+0001F3FD><U+200D><U+2642><U+FE0F> duh! Maybe the problem not the party after all <U+0001F602> <U+0001F602> <U+0001F602>"
"9629","#SONA2019 great https://t.co/XmCjTZKBxx"
"9630","Ek lag my klaar vir #afrikaans #sona2019 twiete. Dankie Julius."
"9631","My life is like this. My new soul mate! Love!!!!! #SONA2019 https://t.co/ppoVvMm7oG"
"9632","I don’t feel like anything substantial was said or prepared around this. Again, women and children by the wayside <U+0001F937><U+0001F3FD><U+200D><U+2640><U+FE0F><U+0001F614> #Sona2019 https://t.co/x26QSP51Ey"
"9633","@sphamandla1610 This was a long phone call for our guy #SONA2019 https://t.co/rWqdK46cKf"
"9634","Julius on the tablets “He decided to drop the ANC manifesto and decided to pick up the EFF manifesto” <U+0001F44F><U+0001F3FE>@Julius_S_Malema  #SONA2019 https://t.co/yHrYqYVhT2"
"9635","Yesterday meeting between CR and CIC sounds like it was productive

#SONA2019
#EFFManifesto"
"9636","Additional 274 000 additional jobs, every year?
Ocean Economy jobs -100 000 direct jobs and 250 000 indirect jobs.

But the Economic growth outlook  doesn't support this vision....
#SONA2019 https://t.co/4a5RP1bvxe"
"9637","Why Mme Nomvula wasn't invited to attend #SONA2019? https://t.co/NWBPDBjPOI"
"9638","When is ntate Matamela gonna sort out the issue of Chinese finishing our land biekie by biekie by building so called China malls maar? That's no longer malls it's now China land<U+0001F644>#SONA2019"
"9639","So Matamela o ba timme jwala le snack #SONA2019 https://t.co/ran6EdNejX"
"9640","#SONA2019 https://t.co/xfGTBESP8a"
"9641","<U+0001F525><U+0001F525><U+0001F525><U+0001F525>#SONA2019 https://t.co/PQxv4Md0wS"
"9642","#SONA2019"
"9643","I see this one #CR17 does not even do vernac in between, somethingnyana to remind us gore ke mzanzi mo #SONA2019 https://t.co/OD6RxEGyKv"
"9644","That was one of, if not the best, SONA ever.

@CyrilRamaphosa <U+0001F44C><U+0001F3FE><U+0001F44C><U+0001F3FE><U+0001F44C><U+0001F3FE><U+0001F44C><U+0001F3FE>

#SONA2019 #SONA19"
"9645","So am I right in concluding that the Scorpions are technically back

#SONA2019 #SONA19 https://t.co/mL6waPaRKm"
"9646","Is it only me or did you all realize that CR never acknowledged the presence of DD?

#SONA2019 #SONA19 https://t.co/oGwkODlD5X"
"9647","“Order honourable members!”

#SONA2019 #SONA19 https://t.co/ELa6NNxpuJ"
"9648","Ahead of #SONA2019 Students establisha Entrepreneurship Forum consisting of all entrep structures in campus. #ActivateYouthVote2019 @ActivateZA @sasydasa https://t.co/aJjpzQHnla"
"9649","Loved by whites and the rich, the poor will remain poor <U+0001F614><U+0001F614> #SONA2019 https://t.co/eXFMrOTbhM"
"9650","@Lesufi your a national hero... Your the main topic on @Powerfm987 regarding your tablets... Banna jys es die hond... #SONA2019"
"9651","@ThabisoTema when bathabile dlamini speaks do u actually listean to him or u just stare at her and silently laugh? #SONA2019"
"9652","Is @CyrilRamaphosa repeating what @Julius_S_Malema was saying in soshanguve? #SONA2019       Help me understand @ThabisoTema @mabena_bob ? @Powerfm987"
"9653","#SONA2019 people claim to be woke Mara I wonder really. What tool of analysis are you using to analyse our democratic journey? Can't wait to vote for the ANC again #MadamSpeaker @imanrappetti https://t.co/T0MfgCXLlQ"
"9654","Leader of GOOD is speaking #SONA2019"
"9655","They were up they you see??? #SONA2019 <U+0001F602><U+0001F600><U+0001F602><U+0001F600><U+0001F602>"
"9656","Then cic explains why they didn't disrupt the president, the president accounted and willing to rectify his mistakes #SONA2019"
"9657","Madam speaker breathes for the first time In parliament, in the presence of @EFFSouthAfrica #SONA2019"
"9658","Madam speaker must be thinking ""removing Zuma as president wasn't a bad idea, look now I'm free, no points of order and many other things, like calling sergent at arms to deal with @EFFSouthAfrica that man cost me my happiness in this place"" #SONA2019 <U+0001F62D><U+0001F602><U+0001F62D><U+0001F602><U+0001F62D><U+0001F602>"
"9659","You can imagine how they felt when cic stood up #SONA2019"
"9660","We noticed that the president didn't use vernac in his speech this year #SONA2019"
"9661","Oh Jacob... Please come back <U+0001F62D><U+0001F62D><U+0001F62D>
We miss you baba
#SONA2019 https://t.co/rqbbTRoszT"
"9662","#SONA2019 what about free education and access to universities Mr President ??"
"9663","G #SONA2019"
"9664","Baba Why u declined sona invitation ?@PresJGZuma
Sona is not the same without u<U+0001F622><U+0001F622>
#SONA2019 https://t.co/OrU3oKONqJ"
"9665","@Thabiso58204906 Eskom was literally waiting for the #SONA2019 to finish"
"9666","the only thing I heard is that we voting the 8th of May  #SONA2019"
"9667","Dear World ... South Africa has a president for a change #CR #SONA2019 #ThumaMina @CyrilRamaphosa"
"9668","#SONA2019"
"9669","#SONA2019 Some of the irrelevant MPs are scouting to be interviewed. How things have changed in our country."
"9670","PUBLIC SERVICE: As government, we have decided that requirement for work experience at entry level in state institutions will be done away with. Our young people should not face barriers and hindrances as they seek to find work. #SONA2019 @MinAyandaDlodlo https://t.co/yxSXfVSqw2"
"9671","#SONA2019 
#EFFRedFridays2019 
#EFFManifesto  
Vonyo vonyo dishonest document https://t.co/G7aK0sWY2R"
"9672","Cyril just gone and stole the @EFFSouthAfrica manifesto for his #SONA2019 address. It's going to be a war of dirty tricks in this election season. I still maintain the solution remains to get Cyril out of office ASAP any delay will be very costly for all."
"9673","Cyril announced a scorpion that will work with the private sector, ya'l know what that means. Hint it doesn't mean it will be arresting the standard bank CEO for rand manipulation. #SONA2019"
"9674","The announcement of the return of the scorpions lends credence to my hunch that the infamous letter from the diplomats was internally created to set up the need for the scorpions. #SONA2019 Scorpions were corrupt &amp; a law unto themselves. This wouldn't end well. Soft dictatorship."
"9675","Don’t nyats your president... today in his #SONA2019 he campaigned the shit out of undecided people..."
"9676","U Babes Wama Skeletons  <U+0001F602><U+0001F602><U+0001F602>#SONA2019 https://t.co/Wa8FYZ6k2Y"
"9677","#EFF #SONA2019  This True Leadership not just Leadership but Educated Leadership of South Africa. #EFF is a Government. Blind People Let EFF shows you the Way cause your Getting Lost. @EFFSouthAfrica @Julius_S_Malema  Power to the People. <U+0001F4AF>% Behind #EFF. #EFFRedFridays2019 https://t.co/GmqD1JvnPB"
"9678","When are we going to stop #incubating black #SMEs &amp; providing internships for black #graduates? When is a black #entrepreneur or #graduate going to be enough to supply or advance in #corporateSA without incubation or internships? #sona2019 @CyrilRamaphosa"
"9679","#Sona2019 https://t.co/uF3aVhib40"
"9680","SAns complaining about how boring and drama free the #SONA2019 is. We must decide if we want economic growth/national prosperity or antics/drama, because we can’t have both."
"9681","Did Maimane just drop that 'black accent'?tired of trying to appeal to us? #SONA2019 https://t.co/QEm1ruDAv5"
